 7 ,9, 18284, 26068, 17868, 25411, 17972, 25515,OK017840.1,KF294457.1,OK017839.1, 1.60940226787104E-131, 6.97812671446088E-139, 1.78332950190848E-90, 3.064152E-194, 3.57400953103509E-57, 2.92309182649748E-38,NS,NS, 3.85627015066701E-235,
 7,,,,,,,,OK017838.1[P],,

 8 ,10, 20759*, 26781, 20530*, 26389, 20447*, 26221,^OR233302.1,Unknown (OK017805.1),OK017806.1, 8.16421215702621E-132, 1.06291973397475E-134,NS, 4.47294892985315E-03,NS,NS,NS,NS, 1.91536094239865E-228,
 8,,,,,,,,,Unknown(MG772933.1),
 8,,,,,,,,,Unknown(MG772934.1),

 9 ,11, 5654, 21734, 5253, 21320, 5357, 21421,^OK017819.1,Unknown (KF294457.1),OK017845.1, 2.12183987984924E-54, 1.62683772516849E-94, 1.41678114982013E-29, 3.064152E-194, 2.21350721818581E-38, 5.56252425076642E-32,NS,NS, 2.07716960233752E-224,
 9,,,,,,,,OK017813.1,,OK017839.1
 9,,,,,,,,,,OK017844.1

 10 ,12, 1610*, 21211*, 1361*, 20696*, 1588*, 20899*,^KJ473815.1,MK211376.1,KF294457.1, 2.08442540750026E-25, 2.34190050041028E-105,NS, 1.11100335025754E-37, 6.83422678502607E-32,NS,NS,NS, 4.70232912397745E-217,
 10,,,,,,,,OK017792.1[P],KC881006.1,OK017809.1
 10,,,,,,,,OR233291.1[P],KF367457.1,OK017810.1
 10,,,,,,,,DQ071615.1[P],OQ503500.1,OK017811.1
 10,,,,,,,,,OQ503501.1,OK017807.1
 10,,,,,,,,,KC881005.1,
 10,,,,,,,,,KY417152.1,
 10,,,,,,,,,KY417151.1,
 10,,,,,,,,,OQ503505.1,
 10,,,,,,,,,OK017847.1,
 10,,,,,,,,,OK017848.1,
 10,,,,,,,,,OK017849.1,
 10,,,,,,,,,OK017850.1,
 10,,,,,,,,,OK017851.1,
 10,,,,,,,,,OQ503504.1,
 10,,,,,,,,,KY417144.1,
 10,,,,,,,,,OK017858.1,
 10,,,,,,,,,KY417150.1,
 10,,,,,,,,,KT444582.1,
 10,,,,,,,,,KY417146.1,
 10,,,,,,,,,OK017852.1,
 10,,,,,,,,,OK017855.1,
 10,,,,,,,,,OK017853.1,
 10,,,,,,,,,OK017854.1,
 10,,,,,,,,,OQ175345.1,
 10,,,,,,,,,OQ175347.1,
 10,,,,,,,,,OQ175344.1,
 10,,,,,,,,,OQ175346.1,
 10,,,,,,,,,OQ175348.1,
 10,,,,,,,,,OK017856.1,
 10,,,,,,,,,OK017857.1,
 10,,,,,,,,,AY394995.1,

 11 ,15, 6287, 21256, 5880, 20843, 5987, 20944,OK017843.1,OQ503501.1,KF294457.1, 2.89806789635953E-109, 2.73350691900348E-116, 1.53585274023861E-40, 6.89809453511307E-212, 1.71930395172492E-64, 3.73033403695523E-42,NS,NS, 1.03003794813047E-306,
 11,,,,,,,,OK017812.1[P],KC881006.1,OK017809.1
 11,,,,,,,,OQ503496.1[P],KF367457.1,OK017810.1
 11,,,,,,,,OQ503495.1[P],OQ503500.1,OK017807.1
 11,,,,,,,,OK017814.1,KC881005.1,
 11,,,,,,,,OK017816.1,KY417152.1,
 11,,,,,,,,OK017817.1,KY417151.1,
 11,,,,,,,,OK017818.1,MK211376.1,
 11,,,,,,,,OK017821.1,OQ503505.1,
 11,,,,,,,,OK017820.1,OK017847.1,
 11,,,,,,,,OK017815.1,OK017848.1,
 11,,,,,,,,OM240725.1[P],OK017849.1,
 11,,,,,,,,MW681002.1[P],OK017850.1,
 11,,,,,,,,OK017813.1,OK017851.1,
 11,,,,,,,,OK017819.1,OQ503504.1,
 11,,,,,,,,OK017841.1[P],KY417144.1,
 11,,,,,,,,OK017842.1,OK017858.1,
 11,,,,,,,,OK017827.1,KY417150.1,
 11,,,,,,,,OK017828.1[P],KT444582.1,
 11,,,,,,,,,KY417146.1,
 11,,,,,,,,,OK017852.1,
 11,,,,,,,,,OK017855.1,
 11,,,,,,,,,OK017853.1,
 11,,,,,,,,,OK017854.1,
 11,,,,,,,,,OQ175345.1,
 11,,,,,,,,,OQ175347.1,
 11,,,,,,,,,OQ175344.1,
 11,,,,,,,,,OQ175346.1,
 11,,,,,,,,,OQ175348.1,
 11,,,,,,,,,OK017856.1,
 11,,,,,,,,,OK017857.1,
 11,,,,,,,,,AY394995.1,
 11,,,,,,,,,KY417143.1,
 11,,,,,,,,,KY417149.1,
 11,,,,,,,,,MK211378.1,
 11,,,,,,,,,KY417147.1,
 11,,,,,,,,,KY417148.1,
 11,,,,,,,,,OQ503502.1,
 11,,,,,,,,,KY417142.1,
 11,,,,,,,,,MK211377.1,
 11,,,,,,,,,MK211375.1,
 11,,,,,,,,,OR233292.1,
 11,,,,,,,,,OR233304.1,
 11,,,,,,,,,OK017793.1,
 11,,,,,,,,,OQ175342.1,
 11,,,,,,,,,OR233293.1,
 11,,,,,,,,,OR233308.1,
 11,,,,,,,,,OR233296.1,
 11,,,,,,,,,OR233305.1,
 11,,,,,,,,,OR233307.1,
 11,,,,,,,,,OR233297.1,
 11,,,,,,,,,OR233309.1,
 11,,,,,,,,,OR261264.1,
 11,,,,,,,,,OR261265.1,
 11,,,,,,,,,KJ473816.1,
 11,,,,,,,,,OK287354.1,
 11,,,,,,,,,OQ175350.1,
 11,,,,,,,,,KY770858.1,
 11,,,,,,,,,KY770859.1,
 11,,,,,,,,,OR233314.1,
 11,,,,,,,,,OR233312.1,
 11,,,,,,,,,OR233313.1,
 11,,,,,,,,,OR233301.1,
 11,,,,,,,,,OR233311.1,
 11,,,,,,,,,KY417145.1,
 11,,,,,,,,,KU973692.1,

 12 ,16, 21698*, 28768, 21284*, 27545, 21385*, 27645,^OK017801.1,OK017845.1,Unknown (OK017814.1), 1.20638866430281E-83, 2.12481112608137E-85, 3.85869102426317E-71, 2.00457645360486E-33, 1.77602174290398E-28,NS,NS,NS, 1.23547134574202E-256,
 12,,,,,,,,OQ503499.1,OK017844.1,Unknown(OK017812.1)
 12,,,,,,,,OQ503498.1,,Unknown(OQ503496.1)
 12,,,,,,,,OK017836.1,,Unknown(OQ503495.1)
 12,,,,,,,,,,Unknown(OK017816.1)
 12,,,,,,,,,,Unknown(OK017817.1)
 12,,,,,,,,,,Unknown(OK017818.1)
 12,,,,,,,,,,Unknown(OK017821.1)
 12,,,,,,,,,,Unknown(OK017820.1)
 12,,,,,,,,,,Unknown(OK017815.1)
 12,,,,,,,,,,Unknown(OM240725.1)

 13 ,17, 3072, 21697*, 2904, 21283*, 3008, 21384*,^OK017809.1,GQ153542.1,OQ503499.1, 1.99093361270758E-22, 3.13607182080966E-21, 2.60673755172594E-02, 1.56318285300542E-17, 1.49694949317946E-08, 6.14655407861288E-15,NS,NS, 8.48574327005955E-246,
 13,,,,,,,,KF294457.1[P],GQ153543.1,OK017801.1
 13,,,,,,,,OK017810.1[P],,OQ503498.1
 13,,,,,,,,OK017811.1[P],,OK017802.1

 14 ,18, 28815*, 2915, 27588*, 2744, 27691*, 2851,OK017843.1,OK017860.1,OK017810.1, 1.64259742773378E-26, 2.02486142485074E-29,NS, 8.81581138947429E-12, 5.74629022667778E-17, 9.94765564158311E-36,NS,NS, 5.79358024378449E-278,
 14,,,,,,,,OK017812.1[P],OK017809.1,DQ648857.1
 14,,,,,,,,MW681002.1[P],OK017810.1,DQ412043.1
 14,,,,,,,,OK017842.1,OK017811.1,OQ175343.1
 14,,,,,,,,,,OK017833.1
 14,,,,,,,,,,OK017860.1
 14,,,,,,,,,,KJ473814.1

 15 ,19, 21698*, 28792, 21284*, 27566, 21385*, 27669,OK017824.1,OK017809.1,KY417147.1, 6.41586074567906E-51, 1.41521232841214E-34,NS, 2.31207668393451E-27,NS,NS,NS,NS, 1.45413101723E-300,
 15,,,,,,,,OK017838.1[P],KF294457.1,KY417148.1
 15,,,,,,,,OK017822.1,OK017802.1,OQ503502.1
 15,,,,,,,,OK017827.1[P],OK017837.1,KY417142.1
 15,,,,,,,,OK017828.1[P],,MK211377.1
 15,,,,,,,,OK017823.1[P],,
 15,,,,,,,,KJ473815.1[P],,

 16 ,20, 2834, 6286*, 2666, 5882*, 2770, 5986*,OK017828.1,GQ153545.1,MK211376.1, 2.24037751231355E-105, 5.87216828589752E-99, 2.32406071229558E-100, 3.064152E-194, 4.49839167143561E-29, 9.63645642489104E-42,NS,NS, 1.70822430487677E-240,
 16,,,,,,,,OK017822.1[P],GQ153544.1,KC881006.1
 16,,,,,,,,OK017824.1[P],GQ153546.1,KF367457.1
 16,,,,,,,,OK017827.1,GQ153540.1,OQ503500.1
 16,,,,,,,,OK017825.1[P],GQ153539.1,OQ503501.1
 16,,,,,,,,OK017826.1[P],GQ153541.1,KC881005.1
 16,,,,,,,,,DQ084199.1,KY417152.1
 16,,,,,,,,,DQ022305.2,KY417151.1
 16,,,,,,,,,DQ084200.1,OQ503505.1
 16,,,,,,,,,GQ153548.1,OK017847.1
 16,,,,,,,,,GQ153547.1,OK017848.1
 16,,,,,,,,,GQ153542.1,OK017849.1
 16,,,,,,,,,GQ153543.1,OK017850.1
 16,,,,,,,,,,OK017851.1
 16,,,,,,,,,,OQ503504.1
 16,,,,,,,,,,KY417144.1
 16,,,,,,,,,,OK017858.1
 16,,,,,,,,,,KY417150.1
 16,,,,,,,,,,KT444582.1
 16,,,,,,,,,,KY417146.1
 16,,,,,,,,,,OK017852.1
 16,,,,,,,,,,OK017855.1
 16,,,,,,,,,,OK017853.1
 16,,,,,,,,,,OK017854.1
 16,,,,,,,,,,OQ175345.1
 16,,,,,,,,,,OQ175347.1
 16,,,,,,,,,,OQ175344.1
 16,,,,,,,,,,OQ175346.1
 16,,,,,,,,,,OQ175348.1
 16,,,,,,,,,,OK017856.1
 16,,,,,,,,,,OK017857.1
 16,,,,,,,,,,FJ588686.1
 16,,,,,,,,,,KY417143.1
 16,,,,,,,,,,KY417149.1
 16,,,,,,,,,,MK211378.1
 16,,,,,,,,,,KY417147.1
 16,,,,,,,,,,KY417148.1
 16,,,,,,,,,,OQ503502.1
 16,,,,,,,,,,KY417142.1
 16,,,,,,,,,,MK211377.1
 16,,,,,,,,,,MK211375.1
 16,,,,,,,,,,OK017793.1
 16,,,,,,,,,,OQ175342.1
 16,,,,,,,,,,OR233293.1
 16,,,,,,,,,,OR233308.1
 16,,,,,,,,,,OR233296.1
 16,,,,,,,,,,OR233305.1
 16,,,,,,,,,,OR233306.1
 16,,,,,,,,,,OR233307.1
 16,,,,,,,,,,OR233309.1
 16,,,,,,,,,,OR261264.1
 16,,,,,,,,,,OR261265.1
 16,,,,,,,,,,KJ473816.1
 16,,,,,,,,,,OK287354.1
 16,,,,,,,,,,OQ175350.1
 16,,,,,,,,,,KY770858.1
 16,,,,,,,,,,KY770859.1
 16,,,,,,,,,,OR233314.1
 16,,,,,,,,,,OR233312.1
 16,,,,,,,,,,OR233313.1
 16,,,,,,,,,,OR233301.1
 16,,,,,,,,,,OR233311.1
 16,,,,,,,,,,OR261266.1
 16,,,,,,,,,,OR261267.1
 16,,,,,,,,,,OR261268.1
 16,,,,,,,,,,OR261262.1
 16,,,,,,,,,,KY417145.1
 16,,,,,,,,,,OK017829.1
 16,,,,,,,,,,OK017831.1
 16,,,,,,,,,,OR233325.1
 16,,,,,,,,,,OR233326.1

 17 ,21, 2798*, 23014, 2630*, 22462, 2734*, 22560,OK017825.1,KY417145.1,OK017846.1, 1.09274603414731E-71, 1.31482719677549E-72, 9.09041145465559E-60, 4.8809695437962E-273, 3.064152E-194, 1.67593768219068E-37,NS,NS, 1.021384E-294,
 17,,,,,,,,OK017826.1,OR261264.1,JX993987.1
 17,,,,,,,,,OR261265.1,

 18 ,22, 16364, 25493, 16065, 24968, 16055, 24958,^OR233309.1,OR261263.1,OR261264.1, 2.76744057220839E-208, 6.39976404248848E-203,NS, 5.87274060042187E-50,NS,NS,NS,NS, 1.83057507589974E-69,
 18,,,,,,,,,OR233314.1,
 18,,,,,,,,,OR233312.1,
 18,,,,,,,,,OR233313.1,
 18,,,,,,,,,OR233301.1,
 18,,,,,,,,,OR233311.1,
 18,,,,,,,,,OR261266.1,
 18,,,,,,,,,OR261267.1,
 18,,,,,,,,,OR261268.1,

 19 ,25, 20759*, 28445, 20545*, 27504, 20447*, 27328,OP963576.1,Unknown (OK017805.1),OK017806.1, 2.85713307324217E-118, 2.28945523657338E-122,NS, 8.31986149675816E-05,NS,NS,NS,NS, 4.0655607758332E-191,

 20 ,26, 24911, 26506, 24418, 25990, 24376, 25946,OQ175343.1,OK017806.1,OK017833.1, 1.03728332270354E-189, 1.84861844349478E-138,NS, 7.03547691067557E-28,NS,NS,NS,NS, 4.11088489236989E-129,
 20,,,,,,,,,OK017803.1,OK017860.1
 20,,,,,,,,,OK017804.1,
 20,,,,,,,,,OK017805.1,

 21 ,27, 10199, 24910*, 9777, 24241*, 9893, 24375*,OK017859.1,Unknown (OQ175343.1),OK017833.1, 4.41855561452086E-77, 2.21680621968182E-26,NS, 6.36434835846911E-42, 6.47936984933676E-38, 8.51494975403007E-56,NS,NS, 2.55398666661647E-313,

 22 ,29, 21283, 29238, 20987, 28132, 20971, 28057,^OR233326.1,Unknown (DQ412042.1),KP886808.1, 9.33994501542299E-178, 7.09000105891774E-196, 8.0063132742388E-160, 3.064152E-194, 1.11464664485769E-12,NS,NS,NS,NS,
 22,,,,,,,,OR233325.1,Unknown(KJ473812.1),
 22,,,,,,,,,Unknown(KJ473813.1),
 22,,,,,,,,,Unknown(KY770860.1),

 23 ,30, 21478, 24720, 21263, 24295, 21165, 24185,^MZ081381.1,MG772933.1,MN996532.2, 2.35641064291244E-143, 1.59914016601669E-143,NS, 6.12964648159969E-31,NS,NS,NS,NS, 4.16140426545072E-182,
 23,,,,,,,,,MG772934.1,
 23,,,,,,,,,OK017804.1,
 23,,,,,,,,,OK017805.1,

 24 ,31, 15492, 20906, 15076, 20487, 15183, 20594,OK017839.1,KJ473815.1,OK017844.1, 1.13646164688249E-124, 4.59528590386335E-113,NS, 1.14521844785639E-14,NS,NS,NS,NS, 4.78128400789896E-171,

 25 ,34, 21698, 23634, 21272, 22986, 21385, 23120,^OK017832.1,OK017859.1,OK017860.1, 5.77500184687992E-152, 3.99692861246189E-138,NS, 2.05827728678173E-32,NS,NS,NS,NS, 2.73087834050988E-145,

 26 ,35, 2207, 20813*, 2164, 20531*, 2164, 20501*,^KP886808.1,OP963575.1,OK017832.1, 9.56640050121638E-79, 2.87659645769248E-75, 4.04092560664265E-03, 2.89886548731658E-274, 3.7822830159334E-25, 1.69044667123934E-21,NS,NS, 1.16218697364551E-306,
 26,,,,,,,,FJ588686.1[P],,
 26,,,,,,,,KY417143.1[P],,
 26,,,,,,,,KY417149.1[P],,
 26,,,,,,,,MK211378.1[P],,
 26,,,,,,,,KY417147.1[P],,
 26,,,,,,,,KY417148.1[P],,
 26,,,,,,,,OQ503502.1[P],,
 26,,,,,,,,KY417142.1[P],,
 26,,,,,,,,MK211377.1[P],,
 26,,,,,,,,MK211375.1[P],,
 26,,,,,,,,OR233292.1[P],,
 26,,,,,,,,OR233304.1[P],,
 26,,,,,,,,OK017793.1[P],,
 26,,,,,,,,OQ175342.1[P],,
 26,,,,,,,,OR233293.1[P],,
 26,,,,,,,,OR233308.1[P],,
 26,,,,,,,,OR233296.1[P],,
 26,,,,,,,,OR233305.1[P],,
 26,,,,,,,,OR233306.1[P],,
 26,,,,,,,,OR233307.1[P],,
 26,,,,,,,,OR233297.1[P],,
 26,,,,,,,,OR261264.1[P],,
 26,,,,,,,,OR261265.1[P],,
 26,,,,,,,,KJ473816.1[P],,
 26,,,,,,,,OK287354.1[P],,
 26,,,,,,,,OQ175350.1[P],,
 26,,,,,,,,KY770858.1[P],,
 26,,,,,,,,KY770859.1[P],,
 26,,,,,,,,OR233314.1[P],,
 26,,,,,,,,OR233312.1[P],,
 26,,,,,,,,OR233313.1[P],,
 26,,,,,,,,OR233301.1[P],,
 26,,,,,,,,OR233311.1[P],,
 26,,,,,,,,OR261266.1[P],,
 26,,,,,,,,OR261267.1[P],,
 26,,,,,,,,OR261268.1[P],,
 26,,,,,,,,OR233294.1[P],,
 26,,,,,,,,OR233310.1[P],,
 26,,,,,,,,KY417145.1[P],,
 26,,,,,,,,OK017831.1[P],,
 26,,,,,,,,OK017830.1[P],,
 26,,,,,,,,KP886809.1,,

 27 ,36, 24811*, 2201, 24291*, 2149, 24276*, 2158,^OR233311.1,OQ503500.1,Unknown (OK017809.1), 4.38552999579279E-76, 8.12688832025051E-71,NS, 8.94753310014511E-40, 4.52342295986905E-20,NS,NS,NS, 2.50904479604314E-289,
 27,,,,,,,,OR233314.1,GQ153544.1,Unknown(KC881006.1)
 27,,,,,,,,OR233312.1,GQ153545.1,Unknown(KF367457.1)
 27,,,,,,,,OR233313.1,GQ153546.1,Unknown(OQ503500.1)
 27,,,,,,,,OR233301.1,GQ153540.1,Unknown(OQ503501.1)
 27,,,,,,,,OR261266.1,GQ153539.1,Unknown(KC881005.1)
 27,,,,,,,,OR261267.1,GQ153541.1,Unknown(KY417152.1)
 27,,,,,,,,OR261268.1,DQ084199.1,Unknown(KY417151.1)
 27,,,,,,,,OR261263.1,DQ022305.2,Unknown(MK211376.1)
 27,,,,,,,,OR233294.1[P],DQ084200.1,Unknown(OQ503505.1)
 27,,,,,,,,OR233310.1[P],GQ153548.1,Unknown(OK017847.1)
 27,,,,,,,,,GQ153547.1,Unknown(OK017848.1)
 27,,,,,,,,,GQ153542.1,Unknown(OK017849.1)
 27,,,,,,,,,GQ153543.1,Unknown(OK017850.1)
 27,,,,,,,,,OK017807.1,Unknown(OK017851.1)
 27,,,,,,,,,OK017837.1,Unknown(OQ503504.1)
 27,,,,,,,,,OK017816.1,Unknown(KY417144.1)
 27,,,,,,,,,OK017817.1,Unknown(OK017858.1)
 27,,,,,,,,,OK017818.1,Unknown(KY417150.1)
 27,,,,,,,,,OK017821.1,Unknown(KT444582.1)
 27,,,,,,,,,OK017820.1,Unknown(KY417146.1)
 27,,,,,,,,,,Unknown(OK017852.1)
 27,,,,,,,,,,Unknown(OK017855.1)
 27,,,,,,,,,,Unknown(OK017853.1)
 27,,,,,,,,,,Unknown(OK017854.1)
 27,,,,,,,,,,Unknown(OQ175345.1)
 27,,,,,,,,,,Unknown(OQ175347.1)
 27,,,,,,,,,,Unknown(OQ175344.1)
 27,,,,,,,,,,Unknown(OQ175346.1)
 27,,,,,,,,,,Unknown(OQ175348.1)
 27,,,,,,,,,,Unknown(OK017856.1)
 27,,,,,,,,,,Unknown(OK017857.1)
 27,,,,,,,,,,Unknown(AY394995.1)

 28 ,37, 20814*, 28652, 19947*, 26972, 20502*, 27529,^FJ588686.1,KY770858.1,Unknown (KY417151.1), 4.97204323003692E-58, 2.90512494020904E-63,NS, 1.15312185190632E-25,NS,NS,NS,NS, 2.6569188437792E-262,
 28,,,,,,,,,KY770859.1,Unknown(KY417150.1)
 28,,,,,,,,,KY417145.1,Unknown(KT444582.1)

 29 ,38, 18102, 20245*, 17677, 19820*, 17790, 19933*,OK017832.1,OK017846.1,OK017860.1, 9.44914171793358E-88, 9.44070272474641E-94,NS, 2.61529684945456E-24, 9.88522169494059E-22,NS,NS,NS, 2.16504152537279E-164,
 29,,,,,,,,OK017833.1,,

 30 ,39, 25092*, 30358*, 24561*, 29189*, 24557*, 29171*,^OR233310.1,OR261263.1,KF569996.1, 2.42035406359122E-15, 5.43351678630105E-15, 7.30495602123005E-05, 2.47029497534927E-09, 1.27705032669499E-11,NS,NS,NS, 3.66654210612355E-161,
 30,,,,,,,,OR233294.1,OR261267.1,MZ081379.1
 30,,,,,,,,,,MZ081377.1
 30,,,,,,,,,,MZ081382.1

 31 ,40, 23394*, 28820, 22782*, 27598, 22880*, 27695,^OK017825.1,OK017811.1,OK017829.1, 2.89318793961712E-30, 1.72004104504304E-27,NS, 2.46767568114649E-18, 1.52271351775646E-09,NS,NS,NS, 1.1134154912985E-150,
 31,,,,,,,,OK017826.1,OK017810.1,OK017831.1

 32 ,42, 21630*, 23681, 21210*, 23057, 21317*, 23167,^OK017839.1,Unknown (OK017807.1),OK017808.1, 1.47893077808742E-67, 5.75285385744541E-56,NS, 3.79322055652742E-19,NS,NS,NS,NS, 7.22454471799887E-147,
 32,,,,,,,,OK017844.1,,
 32,,,,,,,,OK017845.1,,

